web-scraper-order,web-scraper-start-url,category,category-href,plant,plant-href,name,description,price,water,light
"1682093362-143","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Compacta Starfish
$18.99","https://piante.ca/collections/mini-plants/products/25-sansevieria-compacta-starfish","2.5"" Sansevieria Compacta Starfish","Sansevieria ‘Starfish’ is a compact variety of Sansevieria that’s great for small spaces. The leaves are light green, upright, and cylindrical. They emerge alternately from a central point at the base of the plant, forming a fan-like shape that resembles its namesake sea creature. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even in neglect. Plus, they help clean the air, too!","$18.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093365-144","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Samurai
$21.99","https://piante.ca/collections/mini-plants/products/25-sanseveria-samurai","2.5"" Sansevieria Samurai","Sansevieria ‘Samurai’ is a lovely cultivar of Sansevieria known best for its V-shaped foliage and easy care level. The leaves are short and bluish-green with hints of red on the edges and tips. They emerge from the stem alternately, giving out the famed fan-like form. Because of its attractive façade, this air-purifying succulent makes an excellent houseplant. It looks great on any shelf or table, even in small spaces.","$21.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093367-145","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Lithops
$25.99","https://piante.ca/collections/mini-plants/products/25-lithops","2.5"" Lithops","Lithops are a type of succulents with an unusual and interesting form. A favourite of many succulent collectors, this slow-growing miniature plant can disguise as a rock at first look! Because of its one-of-a-kind appearance, it has earned it the nickname Living Stones. You’d find them in fun colours and patterns that vary depending on the variety. Give this plant the right care, and it will send up a beautiful large, shiny flower in yellow, white, or pink.","$25.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093369-146","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Makoyana
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-makoyana","2.5"" Calathea Makoyana","Calathea Makoyana's beautiful round leaves exhibits bright green foliage with edges and spots in dark green, similar to the Calathea Rattlesnake. On the bottom, you will find a rich purple-red colour. Like other varieties of Calathea, expect the leaves to open and close with the time of day. The Makoyana makes a great indoor houseplant for shelves, window sills, or desks.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093372-147","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Spider Plant
$17.99","https://piante.ca/collections/mini-plants/products/25-spider-plant","2.5"" Spider Plant","Spider Plants are popular houseplants recognized for their air-purifying abilities and striking foliage. Although there are various spider plants available, the most common ones typically exhibit thin and narrow green leaves with distinctive white stripes. The leaves gracefully arch downwards, making an attractive display of greenery in hanging baskets. The plant forms plantlets (AKA baby plants) at the end of long and wiry flower stems, which dangle and give a spider-like appearance – hence the name Spider Plants or Airplane Plants.","$17.99","null","null"
"1682093374-148","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Ornata
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-ornata","2.5"" Calathea Ornata","Also known as the Pin-Stripe Calathea, the radiant Calathea Ornata is identyfiable for its large, deep green foliage with light pink pin-stripes and a rich purple colour on the bottom of the leaf. Like other varieties of Calathea, expect the leaves to open and close with the time of day.This beautfiul plant makes for a perfect addition to your unique collection.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093376-149","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" String of Dolphins
$21.99","https://piante.ca/collections/mini-plants/products/25-string-of-dolphins","2.5"" String of Dolphins","Similar to the String of Banana, this succulent is known for its delicate dolphins-like leaves adorned across its viney stems. Perfect for a hanging basket or the edge of a shelf, the cascading stems will be sure to catch the eye. Make sure you keep this succulent in a well-light area and beware of overwatering.","$21.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093379-150","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Alocasia Bambino
$20.99","https://piante.ca/collections/mini-plants/products/25-alocasia-bambino","2.5"" Alocasia Bambino","Also known as the ""Jewel Alocasia"", the Alocasia Bambino is a common houseplant recognized for its beautiful, slender, arrow-shaped leaves. Each leaf flaunts striking white veins against its dark green foliage, making this intriguing plant even more eye-catching and décor-worthy.","$20.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093381-151","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Lemon Button Fern
$21.99","https://piante.ca/collections/mini-plants/products/25-lemon-button-fern","2.5"" Lemon Button Fern","The Lemon Button Fern is a charming plant with its vibrant, lime green foliage showcasing arching stems with small, alternating, round-shaped leaves and serrated edges. These lush plants are perfect for hanging baskets and terrariums, and are a great addition to any plant parents home.","$21.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093383-152","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Hoya Curtsii
$22.99","https://piante.ca/collections/mini-plants/products/25-hoya-curtsii","2.5"" Hoya Curtsii","Hoya curtisii is a compact hoya variety with a trailing growth habit. It has spade-shaped leaves with beautiful silvery variegation. As it doesn't take up much space, this hoya can easily be incorporated into your decor. Place it on table surfaces, or show off its unique creeping foliage from a shelf or hanging basket.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093386-153","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Monstera Minima
$22.99","https://piante.ca/collections/mini-plants/products/25-monstera-minima","2.5"" Monstera Minima","This variety of philodendron is a must-have addition to your indoor jungle. This plant is well known for it's stunning heart-shaped, split leaves in a striking deep green colour, that can easily grow to massive widths. Monstera has a tendency to grow out and down, but place a moss-covered poll in the soil and watch in awe as this plant clings to it with aerial roots.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093388-154","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Ghost Succulent
$22.99","https://piante.ca/collections/mini-plants/products/25-ghost-succulent","2.5"" Ghost Succulent","We promise that despite it's name the ghost plant won""t haunt you! In fact, this beautiful succulent is recognized for it's cylindrical, velvet or felt textured, white leaves that grow in an upward direction. Not only is this succulent beautiful, it is low-maintenance and beginner friendly as well, making it a perfect addition to your succulent collection.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093391-155","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Rattlesnake
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-rattlesnake","2.5"" Calathea Rattlesnake","The show-stopping Rattlesnake Plant has narrow leaves that end at a point, making it stand-out from other varieties of Calathea. On top, the foliage is bright green with edges and spots in dark green. On the bottom, you will find a rich purple-red colour. Like other varieties of Calathea, expect the leaves to open and close with the time of day. The Rattlesnake Plant makes a great indoor houseplant for shelves, window sills, or desks.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093395-156","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Burro's Tail Succulent
$19.99","https://piante.ca/collections/mini-plants/products/25-burros-tail-succulent","2.5"" Burro's Tail Succulent","Succulents are highly popular houseplants that come in various forms, sizes, colors, and blooms. Most of them present fascinating forms, while others exhibit spikes or a trailing habit. These plants have one thing in common, though. They have a water-storing capacity through their fleshy and thick stems, leaves, or roots. Regardless of which ones you’d pick, succulents present an exotic and fun display in your home or office.","$19.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093398-157","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Red Mojo
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-red-mojo","2.5"" Calathea Red Mojo","The beautiful Red Mojo Calathea is characterized by its dark green, almost black, oval-shaped leaves with bright pink outlining. New growth emerges as bright green and pink but darkens over time. Like other varieties of Calathea, expect the leaves to open and close with the time of day. Add a little colour to your plant collection with the Calathea Red Mojo!","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093400-158","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Hoya Kerrii
$24.99","https://piante.ca/collections/mini-plants/products/25-hoya-heart","2.5"" Hoya Kerrii","Hoya Kerrii, also known as ""Sweetheart"" or ""Valentine Hoya"", is an instant eye-catcher with its thick, heart-shaped leaves. Hoyas are relatively slow growers but with the right amount of patience and care, your ""sweetheart"" will be sure to make a lasting impression.","$24.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093403-159","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Rosy
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-rosy","2.5"" Calathea Rosy","This stunning variety of Calathea has broad, densely packed bright pink leaves with deep green edges. New foliage will emerge bright green and darken in colour over time. Like other varieties of Calathea, expect the leaves to open and close with the time of day. The Rosy Plant makes a great indoor houseplant for shelves, countertops, or desks.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093407-160","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Hoya Compacta Rope
$22.99","https://piante.ca/collections/mini-plants/products/25-hoya-compacta-rope","2.5"" Hoya Compacta Rope","Hoya Compacta Rope are an instant eye catcher, with its trailing vines coated with thick curling leaves. Also known as Hindu Rope, this plant is well known for their bright clusters of waxy, star shaped flowers. With the right amount of patience and care, these slow growers will be sure to make a statement on the edge of a shelf or in a hanging basket.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093410-161","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" String of Pearls
$22.99","https://piante.ca/collections/mini-plants/products/25-string-of-pearls","2.5"" String of Pearls","Also called string of beads, this succulent is known for its delicate pearl-like leaves adorned across its viney stems.  Perfect for a hanging basket or the edge of a shelf, the cascading stems will be sure to catch the eye. Make sure you keep this succulent in a well-light area and beware of overwatering.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093417-162","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Alocasia Black Velvet
$18.99","https://piante.ca/collections/mini-plants/products/25-alocasia-black-velvet","2.5"" Alocasia Black Velvet","Alocasia Black Velvet is a stunning plant that is recognized for its large, broad, arrow-shaped leaves with striking white veins and dark foliage. Because of this unique appearance, the Black Velvet is a must-have in any plant lover's home.","$18.99","These are plants that need regular watering twice a week or once every five days or so. For these plants, it’s best to keep the soil evenly moist and watered.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093420-163","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" String of Hearts
$22.99","https://piante.ca/collections/mini-plants/products/25-string-of-hearts","2.5"" String of Hearts","It is easy to see how String of Hearts gets its name after you view the long trailing vines covered in beautifully variegated heart-shaped leaves. Keep these plants in a space with bright, indirect light. Direct light may create large empty gaps between your leaves. Put this succulent-like plant in a hanging basket and watch as it cascades over the sides.","$22.99","Water Care information isn't available for this product. Please contact us for more information.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093423-164","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Monstera Adansonii - Swiss Cheese
$22.99","https://piante.ca/collections/mini-plants/products/25-philodendron-swiss-cheese","2.5"" Monstera Adansonii - Swiss Cheese","This variety of philodendron is a must-have addition to your indoor jungle. This plant is well known for its stunning heart-shaped, split leaves in a striking deep green colour, that can easily grow to massive widths. Monstera has a tendency to grow out and down, but place a moss-covered poll in the soil and watch in awe as this plant clings to it with aerial roots.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093425-165","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.25"" Venus Fly Trap in Bubble
$24.99","https://piante.ca/collections/mini-plants/products/225-venus-fly-trap","2.25"" Venus Fly Trap in Bubble","Best known for its carnivorous eating habits and unique look, Venus Flytrap surely makes an exciting addition to your space! The part that traps flies and other insects is, in fact, a modified leaf with two lip-like blades. Interestingly, each blade grows fringed teeth-like hairs that, when triggered, signals the plant to trap its food. This fun carnivorous plant offers a lot more! With the right conditions, its tall stems will showcase clusters of white flowers.","$24.99","These plants require frequent irrigation to achieve the best performance. They need watering 3 to 4 times a week since these plants are typically fast-growing and shallow-rooted.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
